X,Y,OBJECTID,LOCATION,Longtitude,Latitude,INTID
-13684104.36,6309269.682,578,"THIRD AVE, STEWARDSON WAY",505361.3757,5449955.501,INT297
-13679746.16,6312735.593,579,SPRUCE ST,508209.9435,5452220.081,INT547
-13681422.67,6314420.331,580,"E TENTH AVE, BURNABY ST",507111.8929,5453317.301,INT551
-13684937.59,6307862.782,581,"BEACH ST, STANLEY ST",504816.9224,5449036.909,INT80
-13683856.06,6310136.75,582,"ST. ANDREWS ST, TENTH ST",505523.29,5450521.4,INT376
-13682094.11,6309482.989,583,"CLARKSON ST, SIXTH ST",506676.6858,5450096.119,INT463
-13682163.71,6310668.554,584,TOWNSEND PL,506630.211,5450869.58,INT442
-13682195.38,6310699.896,585,TOWNSEND PL,506609.4634,5450890.003,INT443
-13685011.14,6306803.416,586,"SALTER ST, PEMBINA ST",504769.3855,5448345.466,INT801
-13683801.35,6310070.289,587,"BELLEVILLE ST, TENTH ST",505559.1357,5450478.074,INT375
-13682569.76,6312195.111,588,"SEVENTH AVE, COLBORNE ST",506363.3889,5451865.102,INT226
-13687558.73,6306001.494,589,HIGHWAY 91A,503102.09,5447820.84,INT935
-13685872.17,6309907.297,590,"EIGHTH AVE, SEVENTEENTH ST",504204.2343,5450370.529,INT747
-13682036.51,6309413.602,591,"COLUMBIA ST, SIXTH ST",506714.4301,5450050.89,INT461
-13683085.09,6309345.973,592,"ONTARIO ST, MCINNES ST",506028.3172,5450005.969,INT261
-13686377.12,6305931.168,593,"SALTER ST, JARDINE ST",503875.6457,5447775.424,INT100
-13682978.06,6311480.159,594,"SIXTH AVE, THIRD ST",506096.8105,5451398.43,INT175
-13681199.51,6310812.503,595,"PATTULLO ON-RAMP, PATTULLO BRIDGE DECK",507260.9375,5450964.286,INT610
-13685722.68,6310872.027,596,"TENTH AVE, FOURTEENTH ST",504301.557,5451000.015,INT314
-13681196.36,6310805.551,597,"ROYAL AVE, PATTULLO BRIDGE DECK",507263.0059,5450959.754,INT609
-13680750.75,6313720.914,598,"BUCHANAN AVE, KNOX ST",507551.9452,5452861.77,INT758
-13681308.54,6313158.894,599,"DEVOY ST, SHILES ST",507187.61,5452494.74,INT337
-13683747.37,6310004.786,600,"FOURTH AVE, TENTH ST",505594.4956,5450435.372,INT362
-13683594.56,6310969.39,601,"SIXTH AVE, SEVENTH ST",505693.8356,5451064.795,INT166
-13680748.67,6311471.663,602,JAMIESON CT,507555.3183,5451394.695,INT634
-13681964.42,6309329.392,603,"FRONT ST, SIXTH ST",506761.6737,5449996.001,INT462
-13684072.61,6308085.487,604,FOUNDRY ROW,505382.9053,5449182.771,INT904
-13683030.69,6309277.88,605,"ROYAL AVE, MCINNES ST",506063.9642,5449961.578,INT368
-13685663.24,6310798.974,606,"DOWNIE ST, FOURTEENTH ST",504340.4861,5450952.387,INT311
-13684219.18,6308226.729,607,"FAIRWEATHER LANE, FURNESS ST",505286.8941,5449274.852,INT950
-13681271.15,6314231.96,608,"BURNABY ST, CHURCHILL AVE",507211.1442,5453194.59,INT552
-13682726.71,6310088.234,609,ROBSON AVE,506262.284,5450490.536,INT459
-13683693.74,6309939.239,610,"TENTH ST, AUGUSTA ST",505629.6322,5450392.642,INT374
-13681604.19,6312321.152,611,"BETH ST, GLENBROOKE DR",506994.9239,5451948.082,INT625
-13682879.42,6311360.311,612,"REGINA ST, THIRD ST",506161.4317,5451320.32,INT173
-13683781.04,6307782.62,613,"SALTER ST, BROOKES ST",505573.9332,5448985.307,INT1
-13683756.51,6308876.883,614,"QUAYSIDE DR, LAGUNA CRT",505589.2654,5449699.416,INT659
-13681246.15,6314201.284,615,BURNABY ST,507227.525,5453174.607,INT555
-13682976.84,6309213.724,616,"MOODY ST, MCINNES ST",506099.2459,5449919.754,INT367
-13685618.57,6310745.54,617,"LONDON ST, FOURTEENTH ST",504369.74,5450917.55,INT310
-13684834.92,6307715.968,618,"BLACKLEY ST, STANLEY ST",504884.208,5448941.155,INT81
-13686959.62,6309849.979,619,"TENTH AVE, TWENTIETH ST",503492.6998,5450332.635,INT112
-13681164.45,6312992.254,620,ARCHER ST,507281.9974,5452386.178,INT340
-13683496.33,6310850.551,621,"BELMONT ST, SEVENTH ST",505758.1847,5450987.334,INT167
-13683640.22,6309874.064,622,"TENTH ST, CORNWALL ST",505664.6956,5450350.154,INT373
-13680682.15,6313627.198,623,SHERBROOKE ST,507596.8956,5452800.713,INT759
-13682923.79,6309148.904,624,"AGNES ST, MCINNES ST",506134.0103,5449877.497,INT276
-13682383.53,6311968.382,625,"SIXTH AVE, COLBORNE ST",506485.3901,5451717.351,INT229
-13680833.61,6314893.877,626,"E TENTH AVE, AMESS ST",507496.7084,5453626.608,INT521
-13687078.94,6305478.528,627,"SALTER ST, HUME ST",503416.3875,5447479.645,INT61
-13684922.06,6306645.252,628,"SOUTH DYKE RD, PEMBINA ST",504827.7817,5448242.283,INT891
-13686904.93,6309781.815,629,"TWENTIETH ST, NINTH AVE",503528.5131,5450288.183,INT111
-13683586.85,6309809.161,630,"TENTH ST, OXFORD ST",505699.6614,5450307.842,INT372
-13682781.93,6311241.254,631,"FIFTH AVE, THIRD ST",506225.2975,5451242.725,INT177
-13682867.88,6309084.082,632,"MCINNES ST, VICTORIA ST",506170.6468,5449835.24,INT275
-13685519.03,6310623.61,633,"DUBLIN ST, FOURTEENTH ST",504434.9255,5450838.055,INT315
-13680351.98,6314397.651,634,"E COLUMBIA ST, E EIGHTH AVE",507812.13,5453303.46,INT879
-13686855.84,6309722.979,635,"LONDON ST, TWENTIETH ST",503560.6581,5450249.815,INT723
-13683398.75,6310732.409,636,"FIFTH AVE, SEVENTH ST",505822.1067,5450910.326,INT168
-13683532.21,6309743.442,637,"THIRD AVE, TENTH ST",505735.4617,5450265,INT46
-13682813.94,6309021.192,638,"CARNARVON ST, MCINNIS OVERPASS",506205.9909,5449794.242,INT364
-13680557.19,6312356.476,639,"SAPPER ST, CUMBERLAND ST",507679.7811,5451972.035,INT357
-13682728.8,6311176.512,640,"ELGIN ST, THIRD ST",506260.108,5451200.53,INT178
-13680211.1,6314251.056,641,"KELLY ST, BRAID ST",507904.4026,5453207.994,INT763
-13687547.28,6304811.301,642,"SOUTH DYKE RD, BOUNDARY RD",503110.0234,5447043.882,INT921
-13681261.72,6310819.712,643,"ROYAL AVE ONRAMP, MCBRIDE OFF-RAMP, ROYAL OFF-RAMP",507220.2303,5450968.936,INT485
-13685784.66,6309760.263,644,"HAMILTON ST, CURNEW ST",504261.5665,5450274.639,INT744
-13681101.57,6314021.992,645,"BURNABY ST, CARNEGIE ST",507322.2312,5453057.809,INT554
-13678779.34,6313928.766,646,"BRAID ST, CANFOR AVE",508841.1099,5452999.24,INT541
-13686815.72,6309674.189,647,"TWENTIETH ST, LONDON ST",503586.9326,5450217.998,INT722
-13681226.94,6310780.466,648,"ROYAL AVE, ROYAL OFF-RAMP",507243.0221,5450943.363,INT486
-13679636.7,6313665.776,649,"BRUNETTE AVE, ROUSSEAU ST",508280.6322,5452826.858,INT672
-13682674.52,6311110.259,650,"ST. PATRICK ST, THIRD ST",506295.6673,5451157.349,INT179
-13683325.38,6310642.682,651,"BRANTFORD ST, SEVENTH ST",505870.173,5450851.839,INT169
-13686563.86,6307172.818,652,"BOYD ST, HIGHWAY 91A",503752.8471,5448585.783,INT83
-13685411.08,6307132.76,653,"EWEN AVE, BOYNE ST",504507.4187,5448560.204,INT54
-13685413.62,6310495.739,654,"EDINBURGH ST, FOURTEENTH ST",504503.9622,5450754.687,INT316
-13683676.95,6308749.406,655,LAGUNA CRT,505641.4117,5449616.286,INT660
-13685895.68,6307615.26,656,"BOYD ST, WOOD ST",504189.9814,5448874.858,INT893
-13683293.67,6310604.126,657,"SEVENTH ST, PRESCOTT ST",505890.9467,5450826.707,INT170
-13686741.77,6309584.111,658,"DUBLIN ST, TWENTIETH ST",503635.3636,5450159.256,INT777
-13681028.14,6313930.262,659,BURNABY ST,507370.3399,5452998.052,INT553
-13682620.45,6311045.066,660,"OAKLAND ST, THIRD ST",506331.0908,5451114.859,INT180
-13687574.9,6309297.587,661,TWENTY-THIRD ST,503090.3009,5449971.968,INT786
-13685677.08,6309631.16,662,"SEVENTH AVE, CURNEW ST",504332.0289,5450190.458,INT901
-13682738.36,6308918.844,663,"COLUMBIA ST, MCINNIS OVERPASS",506255.5277,5449727.513,INT653
-13681002.85,6313898.131,664,"E EIGHTH AVE, RICHMOND ST",507386.9071,5452977.12,INT562
-13687539.87,6309256.404,665,"NINTH AVE, TWENTY-THIRD ST",503113.2361,5449945.109,INT785
-13681864.52,6310277.457,666,ROYAL AVE,506826.2748,5450614.661,INT318
-13685888.61,6307597.021,667,"BOYD ST, WOOD ST",504194.6185,5448862.958,INT253
-13684861.54,6309923.385,668,"SIXTH AVE, HOLLAND ST",504865.5102,5450381.57,INT303
-13682567.26,6310979.25,669,"FOURTH AVE, THIRD ST",506365.9425,5451071.963,INT181
-13680389.84,6314396.107,670,"E EIGHTH AVE, WELLS GREY PL",507787.3729,5453302.418,INT817
-13685311.15,6310370.89,671,"EIGHTH AVE, FOURTEENTH ST",504571.073,5450673.288,INT234
-13684743.06,6307559.418,672,"EWEN AVE, STANLEY ST",504944.4217,5448839.039,INT56
-13682734.48,6308900.767,673,"FRONT ST, MCINNIS OVERPASS",506258.0777,5449715.72,INT675
-13687233.81,6306698.758,674,GIFFORD ST,503314.52,5448276.09,INT942
-13685581.9,6309519.982,675,"NANAIMO ST, CURNEW ST",504394.3663,5450117.965,INT739
-13686643.29,6309464.822,676,"EDINBURGH ST, TWENTIETH ST",503699.852,5450081.464,INT842
-13683183.9,6310470.285,677,"FOURTH AVE, SEVENTH ST",505962.861,5450739.465,INT171
-13684223.77,6308152.438,678,"FURNESS ST, STAR CR",505283.936,5449226.368,INT89
-13683309.52,6309474.064,679,"QUEENS AVE, TENTH ST",505881.3641,5450089.39,INT371
-13681860.61,6310258.561,680,ROYAL AVE,506828.849,5450602.336,INT679
-13680752,6313628.098,681,"BUCHANAN AVE, SHERBROOKE ST",507551.2139,5452801.237,INT549
-13681850.04,6310246.072,682,"ROYAL AVE, MERIVALE ST",506835.7787,5450594.197,INT473
-13687450.31,6309149.049,683,"LONDON ST, TWENTY-THIRD ST",503171.8818,5449875.091,INT266
-13683308.29,6312832.545,684,FIRST ST,505879.8318,5452280.337,INT959
-13679929.55,6313920.156,685,"GARRETT ST, MAJOR ST",508088.8538,5452992.469,INT762
-13684052.78,6307975.607,686,"EWEN AVE, JENSEN ST",505395.9537,5449111.076,INT8
-13678932.05,6314037.921,687,"BRAID ST, VULCAN ST",508741.118,5453070.266,INT35
-13686201.86,6305650.754,688,"SOUTH DYKE RD, JARDINE ST",503990.5112,5447592.458,INT809
-13684416.48,6309453.437,689,"FOURTH AVE, STEWARDSON WAY",505157.0188,5450075.206,INT270
-13686306.09,6309110.361,690,SEVENTH AVE,503920.6737,5449850.329,INT775
-13681799.98,6310185.187,691,"MERIVALE ST, CUNNINGHAM ST",506868.5798,5450554.514,INT474
-13687575.86,6304785.247,692,SOUTH DYKE RD,503091.3215,5447026.862,INT927
-13681022.61,6312764.567,693,STRAND AVE,507374.974,5452237.798,INT509
-13685203.39,6310239.508,694,"HAMILTON ST, FOURTEENTH ST",504641.6575,5450587.63,INT235
-13687125.37,6305449.458,695,"SALTER ST, SPAGNOL ST",503386.0019,5447460.65,INT65
-13680847.44,6310345.072,696,PATTULLO BRIDGE DECK,507491.7,5450659.64,INT606
-13686548.22,6309348.817,697,"EIGHTH AVE, TWENTIETH ST",503762.1166,5450005.813,INT682
-13687360.84,6309041.224,698,"DUBLIN ST, TWENTY-THIRD ST",503230.4766,5449804.768,INT789
-13683208.49,6309351.277,699,"TENTH ST, AUCKLAND ST",505947.5608,5450009.343,INT866
-13683076.83,6310340.069,700,"BLACKFORD ST, SEVENTH ST",506033.0083,5450654.586,INT413
-13683220.26,6312725.239,701,"GLOVER AVE, FIRST ST",505937.4902,5452210.41,INT241
-13685173.72,6311324.228,702,"TENTH AVE, HENLEY ST",504660.4725,5451295.308,INT392
-13681746.86,6310120.908,703,"AGNES ST, MERIVALE ST",506903.3898,5450512.62,INT962
-13686859.87,6308532.888,704,MARINE WAY,503558.5207,5449473.258,INT579
-13681885.99,6313623.181,705,"CHURCHILL AVE, WILLIAM ST",506809.5294,5452797.064,INT499
-13680849.04,6310335.602,706,PATTULLO BRIDGE DECK,507490.66,5450653.46,INT810
-13680372.53,6313219.478,707,"E COLUMBIA ST, KEARY ST",507799.7793,5452535.086,INT347
-13683027.49,6310280.016,708,"SEVENTH ST, WALMSLEY ST",506065.3346,5450615.442,INT414
-13684666.3,6309685.427,709,"FIFTH AVE, HOLLAND ST",504993.4042,5450226.425,INT115
-13683155.78,6309286.639,710,"TENTH ST, QUEBEC ST",505982.1003,5449967.203,INT850
-13683954.56,6312330.104,711,"TENTH AVE, FOURTH ST",505457.4233,5451952.183,INT202
-13681692.96,6310056.24,712,"DICKENSON ST, MERIVALE ST",506938.7092,5450470.471,INT466
-13682723.61,6308850.058,713,"QUAYSIDE DR, MCINNIS OVERPASS",506265.2306,5449682.639,INT655
-13682352.14,6310717.818,714,"THIRD AVE, THIRD ST",506506.8885,5450901.573,INT137
-13686458.22,6309239.325,715,"TWENTIETH ST, HAMILTON ST",503821.0615,5449934.409,INT683
-13683897.87,6308907.548,716,"QUAYSIDE DR, RENAISSANCE SQ",505496.735,5449719.333,INT661
-13687270.87,6308933.898,717,"EDINBURGH ST, TWENTY-THIRD ST",503289.3921,5449734.769,INT792
-13680685.89,6314646.461,718,"GARFIELD ST, HOULT ST",507593.5341,5453465.405,INT525
-13685095.32,6310108.037,719,"SEVENTH AVE, FOURTEENTH ST",504712.4369,5450501.913,INT307
-13687084.43,6305384.237,720,"DAN LEE AVE, SPAGNOL ST",503412.8362,5447418.089,INT70
-13687499.84,6305800.479,721,"EWEN AVE, PHILLIPS ST",503140.7136,5447689.647,INT67
-13680604.85,6314562.414,722,MCDONALD ST,507646.6073,5453410.671,INT880
-13681203.82,6310677.319,723,ALICE ST,507258.2356,5450876.09,INT697
-13683100.69,6309219.767,724,"ROYAL AVE, TENTH ST",506018.1959,5449923.608,INT370
-13682968.91,6310208.679,725,"THIRD AVE, SEVENTH ST",506103.7177,5450568.941,INT416
-13683118.39,6312599.94,726,"FIRST ST, SINCLAIR AVE",506004.2129,5452128.756,INT639
-13685070.27,6311198.387,727,"LONDON ST, HENLEY ST",504728.2198,5451213.273,INT385
-13681634.23,6309985.319,728,"CARNARVON ST, MERIVALE ST",506977.1997,5450424.248,INT468
-13682279,6310629.583,729,"TOWNSEND PL, THIRD ST, WARREN AVE",506554.8067,5450844.065,INT136
-13687112.2,6306520.514,730,"TANAKA CRT, GIFFORD ST",503394.1956,5448159.797,INT940
-13682313.35,6309541.625,731,VICTORIA ST,506533.1771,5450134.207,INT731
-13683870.11,6312226.902,732,"BLACKMAN ST, FOURTH ST",505512.7344,5451884.922,INT201
-13681454.37,6313161.46,733,"E SIXTH AVE, MCKAY ST, SHILES ST",507092.2191,5452496.29,INT336
-13687182.4,6308827.816,734,"EIGHTH AVE, TWENTY-THIRD ST",503347.3315,5449665.582,INT793
-13686370.98,6309133.217,735,"TWENTIETH ST, SEVENTH AVE",503878.1988,5449865.213,INT533
-13680933.74,6310392.425,736,"FRONT ST, PATTULLO BRIDGE DECK",507435.1942,5450690.458,INT607
-13682250.85,6310595.059,737,"TOWNSEND PL, THIRD ST",506573.2496,5450821.564,INT441
-13685837.84,6309715.673,738,"HAMILTON ST, FULTON ST",504226.7923,5450245.519,INT743
-13681576.46,6309913.927,739,"CLARKSON ST, MERIVALE ST",507015.0558,5450377.715,INT851
-13681778.48,6312360.088,740,"GLENBROOKE DR, EDDIE DR",506880.8808,5451973.335,INT626
-13685001.38,6309993.026,741,"NANAIMO ST, FOURTEENTH ST",504773.9744,5450426.928,INT305
-13682892.68,6310115.894,742,"WELSH ST, SEVENTH ST",506153.6621,5450508.46,INT708
-13685939.46,6307573.946,743,"BOYD ST, HIGHWAY 91A",504161.3532,5448847.874,INT937
-13684965.54,6311073.112,744,"DUBLIN ST, HENLEY ST",504796.8081,5451131.607,INT386
-13683014.59,6312474.679,745,"OVENS AVE, FIRST ST",506072.201,5452047.128,INT220
-13680938.96,6310384.956,746,"FRONT ST, PATTULLO BRIDGE DECK",507431.7799,5450685.58,INT811
-13682995.99,6309090.605,747,"AGNES ST, TENTH ST",506086.8059,5449839.403,INT366
-13683787.87,6312126.749,748,"NINTH AVE, FOURTH ST",505566.5978,5451819.648,INT200
-13687053.4,6306442.84,749,GIFFORD ST,503432.7173,5448109.121,INT941
-13682186.9,6310516.098,750,"THIRD ST, LIVERPOOL ST",506615.1539,5450770.099,INT320
-13684356.43,6309333.847,751,LEVI ST,505196.3842,5449997.21,INT263
-13687090.15,6308717.339,752,"HAMILTON ST, TWENTY-THIRD ST",503407.7472,5449593.528,INT794
-13684229.63,6308084.192,753,FURNESS ST,505280.1451,5449181.827,INT90
-13681527.1,6314334.328,754,"E TENTH AVE, CHESTNUT ST",507043.67,5453261.13,INT513
-13686271.22,6309012.096,755,"TWENTIETH ST, MEAD ST",503943.5364,5449786.225,INT532
-13687023.07,6305287.492,756,"RAMA AVE, SPAGNOL ST",503453.0429,5447354.959,INT68
-13680141.35,6312939.733,757,"SPRUCE ST ONRAMP, BRUNETTE AVE",507951.2534,5452352.848,INT816
-13679683.36,6313600.067,758,"BRUNETTE AVE, SHERBROOKE ST",508250.1778,5452783.958,INT615
-13684910.36,6309883.099,759,"SIXTH AVE, FOURTEENTH ST",504833.594,5450355.257,INT304
-13682941.41,6309023.897,760,"VICTORIA ST, TENTH ST",506122.5687,5449795.915,INT274
-13685951.22,6307565.175,761,"BOYD ST, HIGHWAY 91A",504153.6544,5448842.143,INT939
-13685731.21,6309585.347,762,"SEVENTH AVE, FULTON ST",504296.6314,5450160.538,INT742
-13682132.76,6310450.69,763,"QUEENS AVE, THIRD ST",506650.6322,5450727.468,INT184
-13682224.31,6309420.469,764,MCKENZIE ST,506591.5356,5450055.223,INT647
-13681677.86,6313355.48,765,"E EIGHTH AVE, WILLIAM ST, MCKAY ST",506945.8793,5452622.643,INT331
-13682272.41,6309467.609,766,"CARNARVON ST, MCKENZIE ST",506560.0225,5450085.943,INT648
-13681019.46,6310450.114,767,"COLUMBIA ST, PATTULLO BRIDGE DECK",507379.0545,5450728.02,INT608
-13683707.51,6312029.28,768,"SANDRINGHAM AVE, FOURTH ST",505619.2306,5451756.124,INT199
-13684862.69,6310948.794,769,"EDINBURGH ST, HENLEY ST",504864.1718,5451050.564,INT387
-13682913.21,6312350.375,770,"EIGHTH AVE, FIRST ST",506138.6077,5451966.123,INT219
-13682749.25,6309941.271,771,"QUEENS AVE, SEVENTH ST",506247.6387,5450394.633,INT710
-13687000.81,6308609.624,772,"SEVENTH AVE, TWENTY-THIRD ST",503466.2542,5449523.274,INT681
-13685717.12,6307319.459,773,"WOOD ST, RENNIE PL",504307.0036,5448681.895,INT108
-13682888.43,6308959.275,774,"CARNARVON ST, TENTH ST",506157.2889,5449753.785,INT365
-13680354.18,6314258.988,775,"E COLUMBIA ST, BRAID ST",507810.8232,5453213.034,INT528
-13682208.84,6309393.117,776,"CLARKSON ST, MCKENZIE ST",506601.6787,5450037.388,INT460
-13686972.46,6308575.889,777,TWENTY-THIRD ST,503484.8223,5449501.272,INT974
-13681857.56,6312401.654,778,"E SIXTH AVE, GLENBROOKE DR",506829.1142,5452000.383,INT492
-13686105.37,6308823.728,779,TWENTIETH ST,504052.1574,5449663.387,INT538
-13684220.18,6309169.071,780,"THIRD AVE, LEVI ST",505285.6471,5449889.778,INT264
-13684213.82,6309161.376,781,"THIRD AVE, LEVI ST",505289.8158,5449884.76,INT265
-13682034.4,6310331.622,782,"MANITOBA ST, THIRD ST",506715.0809,5450649.864,INT139
-13680706.15,6312358.898,783,"MINER ST, CUMBERLAND ST",507582.3409,5451973.48,INT358
-13683625.88,6311929.76,784,"OSBORNE AVE, FOURTH ST",505672.7016,5451691.262,INT198
-13680605.59,6314500.082,785,"MCDONALD ST, WELLS GREY PL",507646.1779,5453370.024,INT522
-13681105.21,6310516.036,786,"DUFFERIN ST, WELLINGTON ST",507322.8916,5450770.953,INT6
-13681026.5,6310436.061,787,"COLUMBIA ST, PATTULLO BRIDGE DECK",507374.4607,5450718.845,INT812
-13684760.86,6310824.254,788,"EIGHTH AVE, HENLEY ST",504930.8656,5450969.375,INT388
-13683869.4,6307686.387,789,"SALTER ST, JENSEN ST",505516.1655,5448922.445,INT3
-13682650.46,6309821.805,790,"SEVENTH ST, GLOUCESTER ST",506312.3697,5450316.76,INT449
-13684157.67,6310215.855,791,HOWAY ST,505325.8954,5450572.817,INT250
-13682150.82,6309318.635,792,"COLUMBIA ST, MCKENZIE ST",506639.7012,5449988.834,INT453
-13681455.54,6313104.072,793,"E SIXTH AVE, E SEVENTH AVE",507091.5,5452458.86,INT352
-13684535.78,6309473.554,794,"KAMLOOPS ST, STEWARDSON WAY",505078.9413,5450088.26,INT839
-13681057.74,6310460.76,795,"PATTULLO ON-RAMP, PATTULLO BRIDGE DECK",507354.0013,5450734.932,INT490
-13686958.29,6305183.655,796,"SOUTH DYKE RD, SPAGNOL ST",503495.501,5447287.199,INT69
-13687544.07,6305771.233,797,"EWEN AVE, BOUNDARY RD",503111.7731,5447670.539,INT925
-13682808.37,6312218.116,798,"FIRST ST, DURHAM ST",506207.2859,5451879.93,INT233
-13683912.76,6308842.358,799,RENAISSANCE SQ,505487.0309,5449676.785,INT863
-13685146.32,6306719.888,800,"SALTER ST, BOYNE ST",504680.9438,5448290.871,INT94
-13681578.36,6313220.979,801,"MCKAY ST, E DURHAM ST",507011.0701,5452535.004,INT334
-13682078.54,6309236.44,802,"FRONT ST, MCKENZIE ST",506687.0685,5449935.258,INT861
-13684715.46,6309645.531,803,"FIFTH AVE, FOURTEENTH ST",504961.2592,5450200.365,INT116
-13683544.36,6311829.846,804,"EIGHTH AVE, FOURTH ST",505726.0971,5451626.142,INT158
-13681939.47,6310215.501,805,"ROYAL AVE, THIRD ST",506777.2877,5450574.179,INT138
-13681343.14,6314100.179,806,"CHURCHILL AVE, CHERRY ST",507164.1766,5453108.59,INT556
-13681312.55,6310705.103,807,"PATTULLO ON-RAMP, ROYAL AVE, MCBRIDE OFF-RAMP, DUFFERIN ST",507187.0721,5450894.123,INT489
-13686060.39,6308751.957,808,"RIVER DR, TWENTIETH ST",504081.6292,5449616.575,INT537
-13684104.97,6310148.795,809,"FIFTH AVE, HOWAY ST",505360.4184,5450529.097,INT252
-13681925.32,6310198.16,810,ROYAL AVE,506786.5583,5450562.877,INT182
-13679204.99,6314189.784,811,BRAID ST,508562.4608,5453169.021,INT614
-13685835.37,6306282.259,812,"SALTER ST, CARTER ST",504230.1251,5448004.858,INT804
-13684637.05,6307316.924,813,STANLEY ST,505013.9513,5448680.838,INT918
-13680880.65,6313630.475,814,"BLAIR AVE, SHERBROOKE ST",507467.0685,5452802.673,INT548
-13679559.11,6313419.555,815,"CANFOR AVE, CAPILANO WAY",508331.6221,5452666.354,INT280
-13682549.02,6309698.054,816,"ROYAL AVE, SEVENTH ST",506378.8441,5450236.093,INT450
-13682885.16,6311156.719,817,"FIFTH AVE, OAK ST",506157.8245,5451187.502,INT190
-13684655.79,6309572.941,818,"CARIBOO ST, FOURTEENTH ST",505000.3489,5450153.037,INT296
-13681716.93,6312222.494,819,GLEN CT,506921.2506,5451883.636,INT630
-13685639.37,6307197.235,820,"WOOD ST, CRANE PL",504357.9605,5448602.164,INT107
-13684231.14,6308021.813,821,"FURNESS ST, FOUNDRY ROW",505279.1943,5449141.118,INT799
-13681254.69,6310634.676,822,"ALICE ST, DUFFERIN ST",507224.9908,5450848.226,INT696
-13682700.17,6312086.975,823,"SEVENTH AVE, FIRST ST",506278.1642,5451794.469,INT143
-13686936.78,6306257.776,824,GIFFORD ST,503509.1348,5447988.372,INT917
-13686870.97,6308431.193,825,MARINE WAY,503551.3,5449406.89,INT575
-13680331.1,6315310.791,826,E COLUMBIA ST,507824.9386,5453898.918,INT705
-13682785.68,6308807.439,827,QUAYSIDE DR,506224.6414,5449654.782,INT656
-13683654.24,6310800.851,828,ASH ST,505654.9047,5450954.803,INT712
-13681785.31,6312284.393,829,"EDDIE DR, GLEN CT",506876.4723,5451923.956,INT628
-13681395.18,6311890.446,830,BLACKBERRY DR,507132.0085,5451667.312,INT601
-13682650.89,6310910.817,831,"FOURTH AVE, PINE ST",506311.2778,5451027.256,INT188
-13683436.7,6311698.723,832,"DURHAM ST, FOURTH ST",505796.6178,5451540.682,INT197
-13687330.39,6308886.139,833,EDINBURGH ST,503250.4607,5449703.582,INT791
-13682485.11,6309620.221,834,"CUNNINGHAM ST, SEVENTH ST",506420.7198,5450185.357,INT279
-13687569.16,6305764.789,835,EWEN AVE,503095.3462,5447666.323,INT926
-13687628.33,6309183.92,836,NINTH AVE,503055.3781,5449897.779,INT787
-13680073.74,6313921.853,837,"FADER ST, MAJOR ST",507994.5461,5452993.438,INT692
-13681202.7,6310571.573,838,"DUFFERIN ST, AGNES ST",507259.0609,5450807.102,INT5
-13684552.93,6309454.537,839,FOURTEENTH ST,505067.7269,5450075.841,INT865
-13684581.75,6309482.25,840,"FOURTEENTH ST, STEWARDSON WAY",505048.8532,5450093.906,INT302
-13681501.16,6310868.314,841,"VANCOUVER ST, GRANVILLE ST",507063.5351,5451000.44,INT238
-13679254.2,6314212.091,842,"BRUNETTE AVE, BRAID ST",508530.25,5453183.518,INT673
-13682431.86,6309556.34,843,"AGNES ST, SEVENTH ST",506455.6118,5450143.716,INT278
-13682608.12,6311974.968,844,"FIRST ST, PRINCESS ST",506338.4591,5451721.476,INT142
-13687353.97,6305537.358,845,"PHILLIPS ST, CANIL AVE",503236.3134,5447517.941,INT11
-13684212.71,6307981.085,846,"FURNESS ST, DUNCAN ST",505291.28,5449114.55,INT798
-13684496.83,6309386.684,847,"FOURTH AVE, FOURTEENTH ST",505104.4761,5450031.601,INT864
-13681312.9,6312912.673,848,"DEVOY ST, ALBERTA ST",507184.9652,5452334.147,INT353
-13686220.57,6308883.622,849,"MARINE WAY, TWENTIETH ST",503976.746,5449702.415,INT534
-13682891.09,6308890.002,850,"COLUMBIA ST, TENTH ST, FRONT ST",506155.5942,5449708.58,INT652
-13685298.39,6307944.943,851,"DUNCAN ST, BOYD ST, DERWENT WAY",504580.7391,5449090.327,INT919
-13683328.88,6311567.95,852,"SEVENTH AVE, FOURTH ST",505867.2391,5451455.45,INT196
-13687008.2,6308538.128,853,MARINE DR,503461.4463,5449476.615,INT973
-13682340,6312813.825,854,"E EIGHTH AVE, SANGSTER PL",506513.2133,5452268.839,INT592
-13683517.68,6310634.154,855,"FIFTH AVE, ASH ST",505744.3653,5450846.143,INT713
-13679791.59,6313610.887,856,"WILSON ST, SHERBROOKE ST",508179.3832,5452790.909,INT542
-13686481.97,6310245.016,857,"TENTH AVE, EIGHTEENTH ST",503805.068,5450590.582,INT833
-13684173.47,6307925.024,858,"EWEN AVE, FURNESS ST",505316.9994,5449077.989,INT30
-13682514.37,6311860.87,859,"SIXTH AVE, FIRST ST",506399.8797,5451647.12,INT417
-13682669.85,6310895.107,860,"FOURTH AVE, OAK ST",506298.8872,5451016.993,INT189
-13684414.91,6309286.179,861,"LEVI ST, FOURTEENTH ST",505158.1487,5449966.071,INT262
-13684165.62,6307912.66,862,"EWEN AVE, FURNESS ST",505322.1423,5449069.925,INT9
-13680898.35,6311352.837,863,"FRANCIS WAY, E ROYAL AVE",507457.4964,5451317.046,INT18
